model,tau_up,tau_dn,margin,median_sharpe,geo_equity,avg_trades,total_trades,avg_win_rate
linsvc,0.45,0.5,0.02,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.04,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.06,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.08,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.1,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.12,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.14,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.16,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.18,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.5,0.2,2.5224844201707706,1.907294711059187,11.285714285714286,316,0.6461035987821703
linsvc,0.45,0.55,0.0,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.02,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.04,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.06,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.08,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.1,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.12,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.14,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.16,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.18,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.55,0.2,2.4973568952091547,1.832499920283288,10.851851851851851,293,0.6344208260874927
linsvc,0.45,0.6,0.0,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.02,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.04,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.06,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.08,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.1,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.12,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.14,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.16,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.18,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.6,0.2,2.57019423947072,1.9944471244542343,10.96,274,0.6474705294705295
linsvc,0.45,0.65,0.0,2.398198215706012,1.801017907724386,10.56,264,0.6331198801198802
